country,project_clean,beneficiary,max_year,grant_no,unit_sector_long,eur,min_year,display_width
Germany,Human Resources,Federal Border Police Headquarters,369584801.49,2022/247,Deployment Management Division,4597523.91,7391696.029800001,11897269.461600002
Germany,Human Resources,Federal Police Central Office,369584801.49,2021/298,Deployment Management Division,4306606.11,7391696.029800001,11612170.0176
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2020/169,European Centre for Returns,4285915.99,7391696.029800001,11591893.7
Germany,FOA,Federal Police Central Office,369584801.49,2018/45,Return Support Unit,4095511,7391696.029800001,11405296.8098
Germany,Human Resources,Federal Border Police Headquarters,369584801.49,2022/166,Deployment Management Division,3807329.9,7391696.029800001,11122879.3318
Germany,Development and delivery of a pre- deployment training course for maritime Frontex operations for European coast guards,"School and Training Centre for Maritime Policing, German Federal Police",369584801.49,Multiple smaller grants,Training Unit,60000,7391696.029800001,7450496.029800001
Germany,European Centre for Returns,Bavarian State office for Asylum and Return,369584801.49,Multiple smaller grants,European Centre for Returns,8700,7391696.029800001,7400222.029800001
Germany,European Centre for Returns,"Kreis Coesfeld, Zentrale Ausländerbehörde",369584801.49,Multiple smaller grants,European Centre for Returns,1608,7391696.029800001,7393271.8698
Germany,European Centre for Returns,Ministerium der Justiz und für Migration Baden-Württemberg,369584801.49,Multiple smaller grants,European Centre for Returns,1596,7391696.029800001,7393260.109800001
Germany,European Centre for Returns,Regierungspräsidium Darmstadt,369584801.49,Multiple smaller grants,European Centre for Returns,1836,7391696.029800001,7393495.309800001
Germany,European Centre for Returns,Regierungspräsidium Kassel,369584801.49,Multiple smaller grants,European Centre for Returns,1832,7391696.029800001,7393491.389800001
Germany,European Centre for Returns,"Stadt Bielefeld, Zentrale Ausländerbehörde",369584801.49,Multiple smaller grants,European Centre for Returns,1301,7391696.029800001,7392971.009800001
Germany,Technical Equipment,Federal Border Police Headquarters,369584801.49,Multiple smaller grants,Field Operations Unit,2272920,7391696.029800001,9619157.6298
Germany,various projects,Federal Office for Migration and Refugees BAMF,369584801.49,Multiple smaller grants,various,1081291.97,7391696.029800001,8451362.160400001
Germany,various projects,Federal Police Central Office,369584801.49,Multiple smaller grants,various,90597071.86,7391696.029800001,96176826.4526
Germany,various projects,Federal Police Regional Office,369584801.49,Multiple smaller grants,various,39058.65,7391696.029800001,7429973.506800001
Germany,various projects,Federal Police Regional Office Bad Bramstedt,369584801.49,Multiple smaller grants,various,983301.2999999999,7391696.029800001,8355331.303800001
Germany,various projects,Federal Police Regional Office Koblenz,369584801.49,Multiple smaller grants,various,4047520.03,7391696.029800001,11358265.6592
Germany,various projects,German Federal Police,369584801.49,Multiple smaller grants,various,9780364.58,7391696.029800001,16976453.3182
Greece,Human Resources,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2018/52,Operational Response Division,3372288,2969834.9354000003,6274677.1754
Greece,Poseidon,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2017/1462,Sea Border Sector,3117392,2969834.9354000003,6024879.0954
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2016/666,Sea Border Sector,2714258,2969834.9354000003,5629807.7754
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2023/99,Field Operations Unit,2657738,2969834.9354000003,5574418.1754
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2017/1461,Sea Border Sector,2657475,2969834.9354000003,5574160.4354
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2015/609,Sea Border Sector,2646882,2969834.9354000003,5563779.2954
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2017/901,Sea Border Sector,2549553,2969834.9354000003,5468396.8754
Greece,Poseidon,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2017/948,Sea Border Sector,2522633,2969834.9354000003,5442015.2754
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2022/178,Field Operations Unit,2502288,2969834.9354000003,5422077.1754
Greece,Poseidon,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2016/1349,Sea Border Sector,2455283,2969834.9354000003,5376012.2754
Greece,Poseidon,Ministry of Mercantile Marine,148491746.77,2008/184/,Sea Border Sector,2433487,2969834.9354000003,5354652.1954
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2015/61,Sea Border Sector,2378261,2969834.9354000003,5300530.7154
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2022/303,Field Operations Unit,2327452,2969834.9354000003,5250737.895400001
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2017/137,Sea Border Sector,2290926,2969834.9354000003,5214942.4154
Greece,Poseidon,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2017/466,Sea Border Sector,2273376,2969834.9354000003,5197743.4154
Greece,Technical Equipment & Human Resources,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2024/341,NA,2256042,2969834.9354000003,5180756.0954
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2016/1353,Sea Border Sector,2233755,2969834.9354000003,5158914.8354
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2021/221,Field Deployment Unit,2171544,2969834.9354000003,5097948.0554
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2018/63,Operational Response Division,2083955,2969834.9354000003,5012110.8354
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2018/256,Operational Response Division,2032541,2969834.9354000003,4961725.1154000005
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2014/642,Sea Border Sector,2004788.37,2969834.9354000003,4934527.538000001
Greece,Technical Equipment & Human Resources,Hellenic Coast Guard,148491746.77,2024/332,NA,1971962,2969834.9354000003,4902357.695400001
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2019/235,Field Deployment Unit,1854005,2969834.9354000003,4786759.8354
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2023/369,Field Operations Unit,1815909,2969834.9354000003,4749425.7554
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2012/574,Sea Border Sector,1794091,2969834.9354000003,4728044.1154000005
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2009/256/,Sea Border Sector,1762421.55,2969834.9354000003,4697008.054400001
Greece,Technical Equipment & Human Resources,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2020/53,Field Deployment Unit,1738433,2969834.9354000003,4673499.2754
Greece,Human Resources,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2019/40,Field Deployment Unit,1724259.92,2969834.9354000003,4659609.657
Greece,Technical Equipment & Human Resources,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2022/85,Deployment Management Division,1709910,2969834.9354000003,4645546.735400001
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2018/181,Operational Response Division,1606248,2969834.9354000003,4543957.975400001
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2009/374/,Sea Border Sector,1582022.55,2969834.9354000003,4520217.0344
Greece,Technical Equipment,Hellenic Coast Guard,148491746.77,2023/478,Field Operations Unit,1581763,2969834.9354000003,4519962.6754
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2009/103/,Sea Border Sector,1522464.5,2969834.9354000003,4461850.145400001
Greece,Technical Equipment & Human Resources,Hellenic Coast Guard,148491746.77,2022/74,Deployment Management Division,1504444,2969834.9354000003,4444190.0554
Greece,Poseidon,Hellenic Coast Guard,148491746.77,2015/999,Sea Border Sector,1503147,2969834.9354000003,4442918.9954
Greece,Technical Equipment & Human Resources,Hellenic Coast Guard,148491746.77,2021/79,Field Deployment Unit,1500000,2969834.9354000003,4439834.9354
Greece,Poseidon,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,2017/135,Sea Border Sector,1490899,2969834.9354000003,4430915.9554
Greece,Return Operations,Ministry of Interior Greece,148491746.77,Multiple smaller grants,Return Operations Sector,6680,2969834.9354000003,2976381.3354
Greece,various projects,Hellenic Coast Guard,148491746.77,Multiple smaller grants,various,44368606.16,2969834.9354000003,46451068.9722
Greece,various projects,"Hellenic Police, Aliens Division",148491746.77,Multiple smaller grants,various,1242592.8900000001,2969834.9354000003,4187575.9676
Greece,various projects,"Hellenic Police, Ministry of Public Order and Citizens' Protection",148491746.77,Multiple smaller grants,various,23326176.91,2969834.9354000003,25829488.307200003
Greece,various projects,Ministry of Mercantile Marine,148491746.77,Multiple smaller grants,Sea Border Sector,1203793.92,2969834.9354000003,4149552.977
Hungary,Technical Equipment & Human Resources,Hungarian National Police,26712942.27,2023/56,Deployment Management Division,3934717,534258.8454,4390281.5054
Hungary,Technical Equipment & Human Resources,Hungarian National Police,26712942.27,2024/44,Deployment Management Division,3697285,534258.8454,4157598.1454
Hungary,Technical Equipment & Human Resources,Hungarian National Police,26712942.27,2022/38,Deployment Management Division,2977410,534258.8454,3452120.6454
Hungary,Technical Equipment & Human Resources,Hungarian National Police,26712942.27,2021/59,Field Deployment Unit,2375809,534258.8454,2862551.6654
Hungary,Human Resources,Hungarian National Police,26712942.27,2024/244,NA,1640885.94,534258.8454,2142327.0666
Hungary,Human Resources,Hungarian National Police,26712942.27,2023/149,Deployment Management Division,1432093.74,534258.8454,1937710.7106
Hungary,Human Resources,Hungarian National Police,26712942.27,2022/248,Deployment Management Division,1243321.03,534258.8454,1752713.4548
Hungary,Human Resources,Hungarian National Police,26712942.27,2021/306,Deployment Management Division,948841.09,534258.8454,1464123.1135999998
Hungary,Technical Equipment & Human Resources,Hungarian National Police,26712942.27,2020/109,Field Deployment Unit,938422,534258.8454,1453912.4054
Hungary,Human Resources,Hungarian National Police,26712942.27,2018/13,Operational Response Division,552945,534258.8454,1076144.9454
Hungary,Human Resources,Hungarian National Police,26712942.27,2019/56,Field Deployment Unit,539517,534258.8454,1062985.5054
Hungary,Return Operations,Immigration and Asylum Office,26712942.27,2017/1683,Return Support Unit,312632,534258.8454,840638.2054
Hungary,various projects,Hungarian National Police,26712942.27,Multiple smaller grants,various,4194631,534258.8454,4644997.2254
Hungary,various projects,Immigration and Asylum Office,26712942.27,Multiple smaller grants,various,550874.88,534258.8454,1074116.2278
Hungary,various projects,Law Enforcement School of Szeged,26712942.27,Multiple smaller grants,Training Unit,338691.88,534258.8454,866176.8877999999
Hungary,various projects,National Directorate-General for Aliens Policing,26712942.27,Multiple smaller grants,various,471543,534258.8454,996370.9853999999
Hungary,various projects,Office of Immigration and Nationality,26712942.27,Multiple smaller grants,various,563322.71,534258.8454,1086315.1012
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2021/277,Field Deployment Unit,1923252,1096588.4968,2981375.4568
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2023/79,Field Operations Unit,1861123,1096588.4968,2920489.0368
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2019/223,Field Deployment Unit,1723273,1096588.4968,2785396.0368
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2022/315,Field Operations Unit,1603759,1096588.4968,2668272.3168
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2023/409,Field Operations Unit,1488281,1096588.4968,2555103.8768
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2022/98,Field Operations Unit,1432962,1096588.4968,2500891.2568
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2021/99,Field Deployment Unit,1372331,1096588.4968,2441472.8767999997
Iceland,Technical Equipment & Human Resources,Icelandic Coast Guard,54829424.84,2020/271,Field Deployment Unit,1353016,1096588.4968,2422544.1768
Iceland,Hera,Icelandic Coast Guard,54829424.84,2010/262/,Sea Border Sector,1337173.92,1096588.4968,2407018.9384000003
Iceland,Triton,Icelandic Coast Guard,54829424.84,2014/1016,Sea Border Sector,1331999.1,1096588.4968,2401947.6148000006
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2018/307,Operational Response Division,1305122,1096588.4968,2375608.0568000004
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2018/106,Operational Response Division,1275790,1096588.4968,2346862.6968
Iceland,Hera,Icelandic Coast Guard,54829424.84,2010/184/,Sea Border Sector,1205114.08,1096588.4968,2277600.2952000005
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2019/51,Field Deployment Unit,1196145,1096588.4968,2268810.5968000004
Iceland,Hera,Icelandic Coast Guard,54829424.84,2010/183/,Sea Border Sector,1148846.67,1096588.4968,2222458.2334000003
Iceland,Triton,Icelandic Coast Guard,54829424.84,2015/121,Sea Border Sector,1127614,1096588.4968,2201650.2168
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2020/188,Field Deployment Unit,1110604,1096588.4968,2184980.4168
Iceland,Hermes,Icelandic Coast Guard,54829424.84,2014/512,Sea Border Sector,1075345.7,1096588.4968,2150427.2828
Iceland,Triton,Icelandic Coast Guard,54829424.84,2015/328,Sea Border Sector,1028800,1096588.4968,2104812.4968
Iceland,Triton,Icelandic Coast Guard,54829424.84,2017/992,Sea Border Sector,1027771,1096588.4968,2103804.0768
Iceland,Indalo,Icelandic Coast Guard,54829424.84,2011/699/,Sea Border Sector,1023867.36,1096588.4968,2099978.5096
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2011/399/,Sea Border Sector,1017789,1096588.4968,2094021.7168
Iceland,Indalo,Icelandic Coast Guard,54829424.84,2015/795,Sea Border Sector,984579,1096588.4968,2061475.9168000002
Iceland,Aeneas,Icelandic Coast Guard,54829424.84,2011/352/,Sea Border Sector,949703.49,1096588.4968,2027297.9170000001
Iceland,Aeneas,Icelandic Coast Guard,54829424.84,2011/977/,Sea Border Sector,891187.6,1096588.4968,1969952.3448
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2012/928,Sea Border Sector,865618.94,1096588.4968,1944895.0580000002
Iceland,Triton,Icelandic Coast Guard,54829424.84,2014/1090,Sea Border Sector,863209.88,1096588.4968,1942534.1792000001
Iceland,Technical Equipment,Icelandic Coast Guard,54829424.84,2024/72,Field Operations Unit,819438,1096588.4968,1899637.7368
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2017/5,Sea Border Sector,780431,1096588.4968,1861410.8768000002
Iceland,Triton,Icelandic Coast Guard,54829424.84,2017/205,Sea Border Sector,741012,1096588.4968,1822780.2568
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2010/196/,Sea Border Sector,706788.62,1096588.4968,1789241.3444000003
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2017/1679,Sea Border Sector,696089,1096588.4968,1778755.7168
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2015/600,Sea Border Sector,677178,1096588.4968,1760222.9368000003
Iceland,Indalo,Icelandic Coast Guard,54829424.84,2012/627,Sea Border Sector,675730.04,1096588.4968,1758803.9360000002
Iceland,Triton,Icelandic Coast Guard,54829424.84,2016/85,Sea Border Sector,659270,1096588.4968,1742673.0968000002
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2011/591/,Sea Border Sector,641825.76,1096588.4968,1725577.7416
Iceland,Hermes,Icelandic Coast Guard,54829424.84,2011/765/,Sea Border Sector,618038,1096588.4968,1702265.7368
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2014/417,Sea Border Sector,604323.77,1096588.4968,1688825.7914
Iceland,Indalo,Icelandic Coast Guard,54829424.84,2012/390,Sea Border Sector,598104.28,1096588.4968,1682730.6912000002
Iceland,Hermes,Icelandic Coast Guard,54829424.84,2012/657,Sea Border Sector,597976.74,1096588.4968,1682605.702
Iceland,Hermes,Icelandic Coast Guard,54829424.84,2013/910,Sea Border Sector,582435.57,1096588.4968,1667375.3554
Iceland,Poseidon,Icelandic Coast Guard,54829424.84,2013/570,Sea Border Sector,573515.66,1096588.4968,1658633.8436000003
Iceland,Aeneas,Icelandic Coast Guard,54829424.84,2012/25,Sea Border Sector,571102.99,1096588.4968,1656269.4270000001
Iceland,Hera,Icelandic Coast Guard,54829424.84,2012/797,Sea Border Sector,548412.16,1096588.4968,1634032.4136
Iceland,Human Resources,Ministry of Justice Iceland,54829424.84,Multiple smaller grants,various,858604.4,1096588.4968,1938020.8088000002
Iceland,various projects,Icelandic Coast Guard,54829424.84,Multiple smaller grants,Sea Border Sector,3684577.9,1096588.4968,4707474.8388
Iceland,various projects,Office of the National Commissioner of the Icelandic Police,54829424.84,Multiple smaller grants,various,5596456.11,1096588.4968,6581115.4846
Iceland,various projects,Police department at Keflavík Airport,54829424.84,Multiple smaller grants,Air Border Sector,26315.920000000002,1096588.4968,1122378.0984
Iceland,various projects,Sudurnes Police District,54829424.84,Multiple smaller grants,various,47521.18,1096588.4968,1143159.2532000002
Iraq,2023/CFP/POST/03,European Technology and Training Centre (NGO),11579300,2024/137,European Centre for Returns,5222250,231586,5349391
Iraq,2023/CFP/POST/01,European Technology and Training Centre (NGO),11579300,2023/134,European Centre for Returns,4739850,231586,4876639
Iraq,2022/CFP/POST/01,European Technology and Training Centre (NGO),11579300,2022/125,European Centre for Returns,1617200,231586,1816442
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2010/731/,Return Operations Sector,401639.77,35272.6946,428879.6692
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2009/193/,Return Operations Sector,272359.2,35272.6946,302184.7106
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2013/266,Return Operations Sector,96900,35272.6946,130234.69459999999
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2009/351/,Return Operations Sector,66579.64,35272.6946,100520.74179999999
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2012/97,Return Operations Sector,52719.44,35272.6946,86937.7458
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2010/92/,Return Operations Sector,51053.1,35272.6946,85304.7326
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2012/497,Return Operations Sector,50827.21,35272.6946,85083.3604
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2015/656,Return Operations Sector,50737,35272.6946,84994.9546
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2015/516,Return Operations Sector,49947,35272.6946,84220.7546
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2015/145,Return Operations Sector,48643,35272.6946,82942.8346
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2009/265/,Return Operations Sector,45249.52,35272.6946,79617.2242
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2012/237,Return Operations Sector,43872.06,35272.6946,78267.31340000001
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2011/1026/,Return Operations Sector,41167.46,35272.6946,75616.80540000001
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2011/1128/,Return Operations Sector,40488.42,35272.6946,74951.3462
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2011/470/,Return Operations Sector,37898.46,35272.6946,72413.1854
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2013/406,Return Operations Sector,37784.04,35272.6946,72301.0538
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2015/64,Return Operations Sector,37374,35272.6946,71899.2146
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2013/4,Return Operations Sector,36617.66,35272.6946,71158.00140000001
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2012/794,Return Operations Sector,36584.31,35272.6946,71125.31839999999
Ireland,Hammer,Garda National Immigration Bureau,1763634.73,2008/297/,Air Border Sector,32359.05,35272.6946,66984.5636
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2013/197,Return Operations Sector,31706.8,35272.6946,66345.3586
Ireland,Attica,Garda National Immigration Bureau,1763634.73,2011/633/,Return Operations Sector,28203.94,35272.6946,62912.5558
Ireland,Hammer,Garda National Immigration Bureau,1763634.73,2008/381/,Air Border Sector,21572.7,35272.6946,56413.9406
Ireland,Return Operations,Naturalisation and Immigration Service,1763634.73,2013/372,Return Operations Sector,21464.4,35272.6946,56307.8066
Ireland,Return Operations,Garda National Immigration Bureau,1763634.73,2011/43/,Return Operations Sector,18017.36,35272.6946,52929.7074
Ireland,various projects,Garda National Immigration Bureau,1763634.73,Multiple smaller grants,various,90067.45,35272.6946,123538.7956
Ireland,various projects,Naturalisation and Immigration Service,1763634.73,Multiple smaller grants,various,21801.739999999998,35272.6946,56638.3998
Italy,European Centre for Returns,Guardia Costiera,314356976.88,2022/204,European Centre for Returns,4241181,6287139.5376,10443496.9176
Italy,Human Resources,Guardia Costiera,314356976.88,2024/161,Deployment Management Division,3733302.56,6287139.5376,9945776.0464
Italy,Technical Equipment & Human Resources,Guardia Costiera,314356976.88,2023/128,Deployment Management Division,3709926,6287139.5376,9922867.0176
Italy,2020/CFP/TRU/01,Guardia di Finanza,314356976.88,2020/264,Training Unit,3695630,6287139.5376,9908856.937600002
Italy,European Centre for Returns,Guardia Costiera,314356976.88,2023/289,European Centre for Returns,3651449,6287139.5376,9865559.5576
Italy,European Centre for Returns,Guardia Costiera,314356976.88,2024/212,NA,3642956,6287139.5376,9857236.4176
Italy,European Centre for Returns,Guardia Costiera,314356976.88,2022/336,European Centre for Returns,3364127,6287139.5376,9583983.9976
Italy,Human Resources,Guardia Costiera,314356976.88,2023/126,Deployment Management Division,3176183.56,6287139.5376,9399799.4264
Italy,2022/CFP/RIU/01,Consorzio Nazionale Interuniversitario per le Telecomunicazioni,314356976.88,Multiple smaller grants,Research and Innovation Unit,59845.5,6287139.5376,6345788.1276
Italy,Trainings standing corps,Guardia di Finanza,314356976.88,Multiple smaller grants,Training Unit,281354.66,6287139.5376,6562867.1044000005
Italy,various projects,Guardia Costiera,314356976.88,Multiple smaller grants,various,284325973.84,6287139.5376,284926593.9008
Italy,various projects,Italian Ministry of Interior,314356976.88,Multiple smaller grants,various,475047.76,6287139.5376,6752686.3424
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/138,Field Deployment Unit,45735.01,7643.156,52463.4658
Kosovo,Focal Points,General Directorate of Kosovo Police,382157.8,2023/346,Deployment Management Division,31372.4,7643.156,38388.108
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/117,Field Deployment Unit,20521.53,7643.156,27754.2554
Kosovo,Focal Points,General Directorate of Kosovo Police,382157.8,2023/275,Deployment Management Division,19897.719999999998,7643.156,27142.921599999994
Kosovo,Technical Equipment & Human Resources,General Directorate of Kosovo Police,382157.8,2021/270,Field Deployment Unit,17803.73,7643.156,25090.8114
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/219,Field Deployment Unit,17381.08,7643.156,24676.614400000002
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/206,Field Deployment Unit,16491.91,7643.156,23805.2278
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/312,Field Deployment Unit,16475.86,7643.156,23789.4988
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/176,Operational Response Division,15817.81,7643.156,23144.6098
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/177,Field Deployment Unit,15235.73,7643.156,22574.1714
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/275,Operational Response Division,11603.08,7643.156,19014.1744
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/159,Operational Response Division,10841.24,7643.156,18267.5712
Kosovo,Focal Points,General Directorate of Kosovo Police,382157.8,2022/334,Deployment Management Division,10826.26,7643.156,18252.890799999997
Kosovo,Triton,General Directorate of Kosovo Police,382157.8,2017/1704,Sea Border Sector,10284,7643.156,17721.476
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/117,Operational Response Division,10127.55,7643.156,17568.155
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/197,Operational Response Division,9872.89,7643.156,17318.5882
Kosovo,FOA,General Directorate of Kosovo Police,382157.8,2017/375,Land Borders Sector,9777,7643.156,17224.615999999998
Kosovo,Multipurpose Operational Activities LAND,General Directorate of Kosovo Police,382157.8,2021/210,Field Deployment Unit,9352.87,7643.156,16808.9686
Kosovo,Focal Points,General Directorate of Kosovo Police,382157.8,2022/305,Deployment Management Division,9285.46,7643.156,16742.906799999997
Kosovo,Focal Points,General Directorate of Kosovo Police,382157.8,2017/713,Air Border Sector,8954,7643.156,16418.076
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/258,Field Deployment Unit,8450.86,7643.156,15924.998800000001
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/308,Field Deployment Unit,8129.86,7643.156,15610.4188
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/318,Operational Response Division,7179.7,7643.156,14679.261999999999
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/198,Operational Response Division,6751.7,7643.156,14259.822
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/239,Operational Response Division,6476.71,7643.156,13990.3318
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2019/88,Field Deployment Unit,6367.57,7643.156,13883.3746
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/351,Operational Response Division,5834.71,7643.156,13361.1718
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,2018/339,Operational Response Division,5479.47,7643.156,13013.0366
Kosovo,Human Resources,General Directorate of Kosovo Police,382157.8,Multiple smaller grants,Operational Response Division,9830.09,7643.156,17276.6442
Latvia,Technical Equipment,State Border Guard,86273275.53,2021/232,Field Deployment Unit,1924915,1725465.5106000002,3611882.2106
Latvia,Technical Equipment,State Border Guard,86273275.53,2018/70,Operational Response Division,1850649,1725465.5106000002,3539101.5306
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2023/160,Deployment Management Division,1718808,1725465.5106000002,3409897.3506000005
Latvia,Technical Equipment,State Border Guard,86273275.53,2022/220,Field Operations Unit,1629612,1725465.5106000002,3322485.2706000004
Latvia,Technical Equipment,State Border Guard,86273275.53,2022/56,Field Operations Unit,1611095,1725465.5106000002,3304338.6106000002
Latvia,Technical Equipment,State Border Guard,86273275.53,2023/49,Field Operations Unit,1606563,1725465.5106000002,3299897.2506
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2024/60,Deployment Management Division,1589995,1725465.5106000002,3283660.6106000002
Latvia,Technical Equipment,State Border Guard,86273275.53,2021/51,Field Deployment Unit,1533138,1725465.5106000002,3227940.7506
Latvia,Technical Equipment,State Border Guard,86273275.53,2023/306,Field Operations Unit,1523475,1725465.5106000002,3218471.0106
Latvia,Technical Equipment,State Border Guard,86273275.53,2024/5,Field Operations Unit,1479671,1725465.5106000002,3175543.0906
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2022/76,Deployment Management Division,1417738,1725465.5106000002,3114848.7506
Latvia,Human Resources,State Border Guard,86273275.53,2019/92,Field Deployment Unit,1335978,1725465.5106000002,3034723.9506
Latvia,Human Resources,State Border Guard,86273275.53,2018/75,Operational Response Division,1312588,1725465.5106000002,3011801.7506
Latvia,Technical Equipment,State Border Guard,86273275.53,2018/300,Operational Response Division,1229322,1725465.5106000002,2930201.0706
Latvia,Technical Equipment,State Border Guard,86273275.53,2019/217,Field Deployment Unit,1165093,1725465.5106000002,2867256.6506000003
Latvia,Technical Equipment,State Border Guard,86273275.53,2020/67,Field Deployment Unit,1143899,1725465.5106000002,2846486.5306
Latvia,Technical Equipment,State Border Guard,86273275.53,2021/70,Field Deployment Unit,1112749,1725465.5106000002,2815959.5306
Latvia,Human Resources,State Border Guard,86273275.53,2021/286,Deployment Management Division,1099209.21,1725465.5106000002,2802690.5364
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2021/136,Field Deployment Unit,1096045,1725465.5106000002,2799589.6106000002
Latvia,Technical Equipment,State Border Guard,86273275.53,2018/301,Operational Response Division,1093467,1725465.5106000002,2797063.1706000003
